
2.44336e-05,258722,243675,0.328962
2.44336e-05,520092,108590,-2.2473
2.44336e-05,383024,88405.6,2.14516
2.44336e-05,39507.6,35365.1,0.47046
2.44336e-05,225430,26878.2,-2.81608
2.44336e-05,1.06946e+06,751597,0.858186
2.44336e-05,457647,110079,2.10287
2.44336e-05,49649.1,30875.2,-1.03189
2.44336e-05,676000,640429,0.33045
2.44336e-05,1.2393e+06,602104,1.34324
2.44336e-05,193865,44825.7,-2.14231
2.44336e-05,28217.2,24926.6,-0.454264
2.44336e-05,936707,616229,0.973383
2.44336e-05,75998,52304.3,0.905489
2.44336e-05,640313,589524,0.390749
2.44336e-05,332790,126272,1.61998
2.44336e-05,583373,545730,0.364057
2.44336e-05,123709,88206.3,0.867744
2.44336e-05,47443.5,46891.6,-0.00150656
2.44336e-05,91381.2,38861.6,-1.49279
2.44336e-05,37600.4,31288.8,0.624681
2.44336e-05,28297.8,26177.9,-0.371397
2.44336e-05,89818,39684.6,-1.44745
2.44336e-05,138391,37875.3,-1.9682
2.44336e-05,36828.8,33693.9,-0.397339
2.44336e-05,725985,520934,0.84413
2.44336e-05,160570,79422.9,1.31774
2.44336e-05,127675,28650.7,-2.17201
2.44336e-05,537343,529153,0.137884
2.44336e-05,558479,300022,1.22869
2.44336e-05,396737,309154,0.726839
2.44336e-05,291455,234114,-0.685843
2.44336e-05,125503,123705,-0.0631803
2.44336e-05,39267.9,37879.7,0.05628
2.44336e-05,33299.2,27813.6,0.609665
2.44336e-05,60190.4,25060.9,-1.51968
2.44336e-05,1.05556e+06,1.05246e+06,-0.0320456
2.44336e-05,265270,32603.2,2.7853
2.44336e-05,625006,587880,0.22586
2.44336e-05,118802,59376.1,1.30631
2.44336e-05,464379,365191,-0.692061
2.44336e-05,242899,130603,-1.22776
2.44336e-05,303643,121020,1.56791
2.44336e-05,163165,37092,2.16014
2.44336e-05,44777,32217,-0.850257
2.44336e-05,522824,411351,-0.716307
2.44336e-05,506999,161394,1.80817
2.44336e-05,72409.2,67555.4,-0.331235
2.44336e-05,483221,371787,-0.754554
2.44336e-05,388914,346583,-0.476305
2.44336e-05,104482,100633,0.0515449
2.44336e-05,722624,704199,-0.219317
2.44336e-05,106984,71343.5,-0.957648
2.44336e-05,267397,51333.6,-2.33361
2.44336e-05,534575,529280,-0.111663
2.44336e-05,437028,158349,-1.67229
2.44336e-05,51260.3,44105.6,0.537332
2.44336e-05,84372.9,43277.6,1.27981
2.44336e-05,456467,26612.2,-3.53427
2.44336e-05,498926,496904,0.0577043
2.44336e-05,144898,113339,-0.719641
2.44336e-05,84404.9,82808.6,0.163234
2.44336e-05,1.31123e+06,384930,1.89568
2.44336e-05,149712,113604,-0.763686
2.44336e-05,89616.4,74095.6,0.621493
2.44336e-05,41207.6,34963.2,-0.567864
2.44336e-05,2.01959e+06,990555,1.33227
2.44336e-05,209754,198384,0.329607
2.44336e-05,380664,61243.9,2.51245
2.44336e-05,752700,45738.4,-3.49279
2.44336e-05,47281.6,45335.4,-0.264682
2.44336e-05,676587,565498,-0.611223
2.44336e-05,375918,317763,0.570805
2.44336e-05,1.40349e+06,655310,-1.3919
2.44336e-05,397771,391036,-0.0431479
2.44336e-05,274121,211069,-0.753259
2.44336e-05,326774,103781,-1.81083
2.44336e-05,166237,75907.3,-1.41593
2.44336e-05,106044,72818.4,0.91515
2.44336e-05,815050,678926,-0.612176
2.44336e-05,100931,96013.3,0.102464
2.44336e-05,278641,25898.8,3.06639
2.44336e-05,563461,518250,-0.373418
2.44336e-05,236838,59513,2.05376
2.44336e-05,62484,43137.9,-0.913133
2.44336e-05,566770,529363,-0.368119
2.44336e-05,226385,89217.1,1.58178
2.44336e-05,137208,75952.8,-1.18717
2.44336e-05,44972.4,36392.7,-0.651147
2.44336e-05,30479,27191,-0.473397
2.44336e-05,802978,606971,-0.779902
2.44336e-05,987634,85269,-3.14067
2.44336e-05,63387.4,31979.1,-1.30274
2.44336e-05,51572.5,31132.2,1.0861
2.44336e-05,1.00737e+06,563718,-1.18241
2.44336e-05,142520,70188.4,1.32675
2.44336e-05,55872.6,55253,-0.0945492
2.44336e-05,35952.8,31479.5,-0.46511
2.44336e-05,437053,316767,-0.839672
2.44336e-05,262496,259459,0.00371627
2.44336e-05,74400.6,53414.8,0.84038
2.44336e-05,606333,579035,0.273083
2.44336e-05,51642,51286.6,-0.00171102
2.44336e-05,109493,32818.5,1.87225
2.44336e-05,856115,401965,-1.38752
2.44336e-05,333439,320681,-0.177055
2.44336e-05,442787,28734.6,-3.42677
2.44336e-05,491042,364491,0.793556
2.44336e-05,421281,188296,1.44285
2.44336e-05,749991,79579.6,2.9335
2.44336e-05,201198,44057.2,-2.19805
2.44336e-05,138699,26861.7,2.32418
2.44336e-05,659741,604499,-0.423699
2.44336e-05,642191,352376,-1.20686
2.44336e-05,637118,621127,-0.216395
2.44336e-05,145815,40132.9,-1.96103
2.44336e-05,484601,33659.1,-3.35897
2.44336e-05,42726.2,31329.6,-0.819174
2.44336e-05,439276,360418,-0.637179
2.44336e-05,317268,211386,-0.960599
2.44336e-05,54904.6,23910.1,1.46705
2.44336e-05,340164,338264,0.0578668
2.44336e-05,432686,267217,-1.06109
2.44336e-05,2.38653e+06,168426,3.34298
2.44336e-05,951676,741913,0.732335
2.44336e-05,95883.6,73674.7,-0.748459
2.44336e-05,70354.8,67895.8,0.239668
2.44336e-05,289428,282424,0.135253
2.44336e-05,1.16939e+06,123281,2.93994
2.44336e-05,138428,101488,0.810343
2.44336e-05,73856.4,72651.9,0.0058451
2.44336e-05,111380,68435.4,-1.05736
2.44336e-05,2.04296e+06,1.18831e+06,-1.13654
2.44336e-05,367620,356723,-0.237889
2.44336e-05,106825,37521.8,1.70527
2.44336e-05,153997,31602.3,2.26573
2.44336e-05,1.70178e+06,1.61521e+06,0.262554
2.44336e-05,689441,688605,0.0235685
2.44336e-05,3.07998e+06,750024,-2.09049
2.44336e-05,368956,238937,0.997513
2.44336e-05,494441,492881,0.0151027
2.44336e-05,216423,166453,-0.751142
2.44336e-05,214127,94654.5,-1.45291
2.44336e-05,59979.5,33482.1,-1.16425
2.44336e-05,138906,31797.1,2.15105
2.44336e-05,443131,357918,0.669134
2.44336e-05,699640,241009,1.72636
2.44336e-05,31073.4,30775.6,-0.0079856
2.44336e-05,159189,28664.6,-2.39891
2.44336e-05,670315,411060,1.06781
2.44336e-05,166658,122126,0.823317
2.44336e-05,455449,91467.2,2.28786
2.44336e-05,31914.2,28656.5,-0.422574
2.44336e-05,701674,628836,-0.470639
2.44336e-05,317827,144571,-1.42305
2.44336e-05,715858,653962,0.412217
2.44336e-05,300370,87354,-1.90442
2.44336e-05,69582.7,37184.6,-1.23083
2.44336e-05,1.47058e+06,290708,-2.30352
2.44336e-05,308641,285977,0.387655
2.44336e-05,149401,138793,-0.327695
2.44336e-05,597882,576233,0.255735
2.44336e-05,167971,69156.7,1.53172
2.44336e-05,707303,435748,1.06185
2.44336e-05,319705,234856,-0.824008
2.44336e-05,542146,415940,0.753175
2.44336e-05,272761,270380,-0.0731878
2.44336e-05,97036.4,92994.8,-0.141133
2.44336e-05,178024,25857.6,2.61619
2.44336e-05,313887,233644,0.793024
2.44336e-05,552236,202542,-1.66022
2.44336e-05,170439,143456,-0.589325
2.44336e-05,85411.3,64143,0.770319
2.44336e-05,1.10328e+06,54652.9,-3.69749
2.44336e-05,35547.3,33920.3,-0.118132
2.44336e-05,329935,29036.7,3.12113
2.44336e-05,669707,621698,0.353747
2.44336e-05,824888,100171,2.79764
2.44336e-05,715627,708162,0.0237875
2.44336e-05,345625,272227,0.706699
2.44336e-05,223295,194254,0.530975
2.44336e-05,2.17669e+06,1.01388e+06,-1.39398
2.44336e-05,330239,321794,-0.120541
2.44336e-05,89428.8,88157.1,0.0130881
2.44336e-05,182671,53557.6,1.89607
2.44336e-05,419305,51635.4,2.78319
2.44336e-05,74144.1,35649.8,-1.36126
2.44336e-05,592077,422969,0.862721
2.44336e-05,99962.9,98173.9,0.166288
2.44336e-05,84688,49485.7,1.12546
2.44336e-05,92056.9,30693.2,-1.75899
2.44336e-05,77021.3,24082.1,-1.82935
2.44336e-05,956368,463174,-1.34372
2.44336e-05,251059,197140,-0.709931
2.44336e-05,685419,581798,0.571973
2.44336e-05,71959.7,44462.3,-1.05702
2.44336e-05,968432,832542,-0.537516
2.44336e-05,640218,146569,2.15333
2.44336e-05,475757,472332,-0.111839
2.44336e-05,176706,163842,0.382186
2.44336e-05,64630,58939,0.398385
2.44336e-05,66826.4,24815.1,1.64156
2.44336e-05,712626,584874,-0.648516
2.44336e-05,740383,271791,1.65745
2.44336e-05,137216,103906,-0.775898
2.44336e-05,255936,36540.1,-2.63388
2.44336e-05,582504,424756,0.83285
2.44336e-05,299394,229096,0.761072
2.44336e-05,717998,592175,0.637129
2.44336e-05,232548,148606,1.00317
2.44336e-05,71088.9,68316.2,0.223985
2.44336e-05,71413.1,58706.9,-0.626585
2.44336e-05,498326,491274,0.144753
2.44336e-05,289742,130725,1.42893
2.44336e-05,447671,438160,0.192887
2.44336e-05,256517,201430,0.708519
2.44336e-05,48050.9,25055.5,1.2645
2.44336e-05,1.10498e+06,932732,0.590704
2.44336e-05,268821,221662,0.624013
2.44336e-05,187370,107637,1.15017
2.44336e-05,154599,104092,-0.939815
2.44336e-05,934614,885620,0.329407
2.44336e-05,157739,139337,0.457408
2.44336e-05,335138,91018,-1.97638
2.44336e-05,64343.6,33144.2,1.27977
2.44336e-05,511716,484055,0.329204
2.44336e-05,369813,279340,0.783145
2.44336e-05,70606.8,29647.8,-1.50857
2.44336e-05,1.19072e+06,919927,0.748969
2.44336e-05,189041,168582,-0.480728
2.44336e-05,857833,633814,-0.812518
2.44336e-05,67548.7,63965,0.320333
2.44336e-05,60316.7,56052.8,0.351803
2.44336e-05,241259,44429.6,2.37534
2.44336e-05,47690.1,24447.4,1.28035
2.44336e-05,710981,531803,-0.793912
2.44336e-05,1.22555e+06,192434,2.53824
2.44336e-05,95299.8,90462.6,0.271041
2.44336e-05,57585.8,41621.8,-0.837724
2.44336e-05,75828.1,34392.2,-1.42332
2.44336e-05,377083,322771,-0.56969
2.44336e-05,377909,222977,-1.09907
2.44336e-05,143005,63529.9,1.44939
2.44336e-05,149818,48210.7,-1.79873
2.44336e-05,639584,27475.2,-3.84017
2.44336e-05,223973,27183.8,-2.79762
2.44336e-05,657352,622767,0.321188
2.44336e-05,215597,74326.3,-1.72463
2.44336e-05,55080.4,35176.2,-1.01355
2.44336e-05,1.45558e+06,338397,2.13788
2.44336e-05,668837,241408,1.67626
2.44336e-05,207658,144551,-0.894454
2.44336e-05,405299,308903,0.756781
2.44336e-05,141599,113446,-0.657638
2.44336e-05,77289.5,74210.8,0.157592
2.44336e-05,781752,59927.6,-3.25992
2.44336e-05,1.57112e+06,32380.7,-4.57501
2.44336e-05,88729.9,25315,-1.9213
2.44336e-05,709783,615901,-0.536118
2.44336e-05,383926,336224,-0.52602
2.44336e-05,689355,312214,1.42883
2.44336e-05,261753,244775,0.350261
2.44336e-05,202029,80785.5,1.56619
2.44336e-05,1.06411e+06,453912,1.49543
2.44336e-05,289325,153185,1.24598
2.44336e-05,69737.9,46720.4,-0.946426
2.44336e-05,645243,563205,-0.5271
2.44336e-05,348562,42880.7,2.78458
2.44336e-05,872994,562642,1.00524
2.44336e-05,975453,280325,-1.91833
2.44336e-05,264298,228229,0.508023
2.44336e-05,302580,57564.1,-2.34262
2.44336e-05,552166,54629.3,-3.00381
2.44336e-05,467471,452161,0.25349
2.44336e-05,158918,87525,1.19962
2.44336e-05,67531,64786.1,-0.251027
2.44336e-05,700033,683158,-0.132609
2.44336e-05,310814,74093.5,2.11197
2.44336e-05,60393.9,36331.8,-1.08043
2.44336e-05,464758,455423,0.185026
2.44336e-05,1.51428e+06,274041,2.39379
2.44336e-05,502929,393302,0.722995
2.44336e-05,1.17886e+06,338824,-1.91844
2.44336e-05,413186,312829,0.779796
2.44336e-05,94249.2,81885,-0.519623
2.44336e-05,73075.3,68752.4,-0.345992
2.44336e-05,56466,54473.7,-0.193084
2.44336e-05,1.34124e+06,425695,-1.81394
2.44336e-05,810149,196064,-2.09648
2.44336e-05,182697,93558.7,-1.28331
2.44336e-05,117029,76985.3,0.966842
2.44336e-05,1.3775e+06,779472,1.1684
2.44336e-05,744604,115551,-2.54962
2.44336e-05,805141,802342,-0.0535974
2.44336e-05,362941,84483.6,2.13604
2.44336e-05,159586,81192,-1.29135
2.44336e-05,97123,63677.9,0.978899
2.44336e-05,33023.1,24833.5,-0.764568
2.44336e-05,713699,460294,0.999894
2.44336e-05,137882,135641,0.135984
2.44336e-05,80380.4,58702.5,0.826467
2.44336e-05,781506,641401,0.64319
2.44336e-05,106317,29973.9,1.9356
2.44336e-05,180778,27759.9,-2.56051
2.44336e-05,618024,193748,1.82503
2.44336e-05,514887,128633,2.06379
2.44336e-05,809368,119776,2.59763
2.44336e-05,52656.8,46587.9,0.492857
2.44336e-05,275733,26543.2,3.0312
2.44336e-05,810753,664404,0.643486
2.44336e-05,39570.3,37250.9,-0.262718
2.44336e-05,620284,528558,0.578717
2.44336e-05,397459,157663,1.57547
2.44336e-05,121724,40960.1,-1.75117
2.44336e-05,790161,241393,-1.85367
2.44336e-05,913820,230269,-2.05504
2.44336e-05,204256,143586,-0.885924
2.44336e-05,120860,40645.5,1.75116
2.44336e-05,82518.4,25189.1,1.85391
2.44336e-05,617104,568600,0.396773
2.44336e-05,201211,108848,1.21881
2.44336e-05,1.21066e+06,830392,0.922857
2.44336e-05,311032,305853,0.0310035
2.44336e-05,881277,759154,-0.554105
2.44336e-05,372640,78130.8,-2.24339
2.44336e-05,1.18867e+06,1.11923e+06,0.34211
2.44336e-05,1.20834e+06,342610,1.93194
2.44336e-05,114717,92834.8,-0.671457
2.44336e-05,81223.5,73074.2,-0.462661
2.44336e-05,348544,49736.6,-2.6348
2.44336e-05,83539.2,48698.7,1.12668
2.44336e-05,1.54378e+06,496281,1.79675
2.44336e-05,1.2271e+06,182956,-2.59028
2.44336e-05,237883,72708.2,-1.85149
2.44336e-05,269298,65971.5,2.08208
2.44336e-05,763745,749576,0.125134
2.44336e-05,418242,190871,1.41646
2.44336e-05,71147.9,69515.3,-0.0974479
2.44336e-05,77841.8,62761,0.670112
2.44336e-05,137445,48240.2,1.70564
2.44336e-05,102503,40327.7,-1.58059
2.44336e-05,1.89914e+06,358952,-2.34957
2.44336e-05,1.05972e+06,316561,1.878
2.44336e-05,562306,546790,0.17393
2.44336e-05,65698.6,39272.7,-1.08459
2.44336e-05,28555.8,24006.2,-0.548325
2.44336e-05,396712,22620.7,-3.55667
2.44336e-05,644315,439709,0.924161
2.44336e-05,531761,141429,-1.99738
2.44336e-05,158653,90351.4,1.14651
2.44336e-05,1.45239e+06,1.43078e+06,0.164157
2.44336e-05,142319,134022,0.269322
2.44336e-05,95354.2,28351.7,-1.87943
2.44336e-05,699328,672229,-0.253409
2.44336e-05,871071,783879,-0.465998
2.44336e-05,721160,406541,1.17083
2.44336e-05,88381.5,82195.3,0.374387
